               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.05679,            0.023169,                   0,             0.91285,             0.82023,             0.88077,             0.47905,            0.028553,            0.014967,                   0,            0.070024,           0.0033306,           0.0033306
                   1,            0.038406,            0.016858,                   0,             0.94316,             0.85468,             0.92041,             0.55647,            0.024652,            0.013744,                   0,            0.040018,           0.0066574,           0.0066574
                   2,             0.03528,            0.016395,                   0,             0.94177,              0.8575,             0.92207,              0.5768,            0.023742,            0.013822,                   0,            0.010004,           0.0099775,           0.0099775
                   3,            0.032874,            0.015991,                   0,             0.94551,             0.85349,             0.91807,             0.58341,            0.023522,            0.013561,                   0,           0.0099703,           0.0099703,           0.0099703
                   4,            0.031348,            0.015601,                   0,             0.94398,             0.87581,             0.93281,             0.60754,            0.022083,            0.012834,                   0,           0.0099703,           0.0099703,           0.0099703
                   5,            0.030682,            0.015258,                   0,             0.94897,             0.87958,             0.93759,             0.61366,             0.02174,            0.012712,                   0,           0.0099604,           0.0099604,           0.0099604
                   6,            0.030151,            0.015017,                   0,             0.94637,             0.88347,             0.93805,               0.616,            0.021615,            0.012595,                   0,           0.0099505,           0.0099505,           0.0099505
                   7,            0.029903,            0.015044,                   0,             0.94979,             0.88498,             0.94202,             0.62324,             0.02132,            0.012396,                   0,           0.0099406,           0.0099406,           0.0099406
                   8,            0.029547,            0.014928,                   0,               0.949,             0.88857,             0.94399,             0.62628,            0.021179,            0.012365,                   0,           0.0099307,           0.0099307,           0.0099307
                   9,            0.029429,            0.014793,                   0,             0.95538,             0.88593,             0.94595,             0.63022,            0.020953,            0.012247,                   0,           0.0099208,           0.0099208,           0.0099208
                  10,            0.029226,            0.014785,                   0,             0.95001,             0.89348,             0.94689,             0.63213,            0.020907,            0.012227,                   0,           0.0099109,           0.0099109,           0.0099109
                  11,            0.029121,            0.014863,                   0,             0.94661,             0.89885,             0.94832,             0.63577,            0.020781,            0.012135,                   0,            0.009901,            0.009901,            0.009901
                  12,            0.029103,            0.014702,                   0,             0.94795,             0.89524,               0.948,             0.63781,            0.020659,            0.012114,                   0,           0.0098911,           0.0098911,           0.0098911
                  13,             0.02894,            0.014647,                   0,             0.95219,             0.89578,             0.94857,             0.63786,            0.020667,            0.012102,                   0,           0.0098812,           0.0098812,           0.0098812
                  14,            0.028855,            0.014711,                   0,             0.94885,             0.89756,             0.94916,             0.63882,            0.020552,              0.0121,                   0,           0.0098713,           0.0098713,           0.0098713
                  15,            0.028882,            0.014856,                   0,             0.94957,             0.89859,             0.95057,             0.64083,            0.020468,            0.012041,                   0,           0.0098614,           0.0098614,           0.0098614
                  16,            0.028672,            0.014523,                   0,             0.95185,             0.89713,             0.95165,             0.64276,            0.020409,            0.011988,                   0,           0.0098515,           0.0098515,           0.0098515
                  17,            0.028617,            0.014543,                   0,             0.94994,             0.90113,             0.95191,             0.64325,            0.020372,            0.011969,                   0,           0.0098416,           0.0098416,           0.0098416
                  18,            0.028607,              0.0144,                   0,             0.95036,             0.90175,             0.95212,             0.64429,            0.020325,            0.011949,                   0,           0.0098317,           0.0098317,           0.0098317
                  19,            0.028439,            0.014407,                   0,              0.9495,             0.90351,             0.95247,             0.64545,            0.020281,            0.011937,                   0,           0.0098218,           0.0098218,           0.0098218
                  20,            0.028489,            0.014463,                   0,             0.94909,             0.90461,             0.95297,             0.64588,            0.020262,            0.011926,                   0,           0.0098119,           0.0098119,           0.0098119
                  21,             0.02852,            0.014527,                   0,             0.95076,             0.90415,             0.95305,             0.64565,            0.020251,            0.011913,                   0,            0.009802,            0.009802,            0.009802
                  22,            0.028347,            0.014458,                   0,             0.95268,             0.90274,             0.95298,             0.64618,            0.020224,             0.01191,                   0,           0.0097921,           0.0097921,           0.0097921
                  23,            0.028384,            0.014451,                   0,             0.95185,             0.90409,             0.95342,             0.64728,            0.020198,            0.011901,                   0,           0.0097822,           0.0097822,           0.0097822
                  24,            0.028325,              0.0145,                   0,             0.95093,             0.90463,             0.95335,             0.64781,            0.020185,            0.011894,                   0,           0.0097723,           0.0097723,           0.0097723
                  25,            0.028181,            0.014349,                   0,             0.95061,             0.90413,             0.95328,             0.64796,            0.020166,            0.011895,                   0,           0.0097624,           0.0097624,           0.0097624
                  26,            0.028273,            0.014451,                   0,             0.95116,             0.90399,             0.95328,              0.6481,            0.020146,             0.01189,                   0,           0.0097525,           0.0097525,           0.0097525
                  27,            0.028151,            0.014385,                   0,             0.95105,             0.90442,             0.95349,             0.64822,            0.020132,            0.011885,                   0,           0.0097426,           0.0097426,           0.0097426
                  28,            0.028164,            0.014328,                   0,             0.95079,             0.90548,             0.95393,             0.64853,            0.020128,            0.011886,                   0,           0.0097327,           0.0097327,           0.0097327
                  29,            0.028177,            0.014385,                   0,             0.95047,             0.90575,             0.95407,             0.64873,            0.020119,            0.011884,                   0,           0.0097228,           0.0097228,           0.0097228
