               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.034891,             0.01383,                   0,                   1,                   1,               0.995,             0.73754,            0.010084,           0.0057088,                   0,             0.07001,           0.0033322,           0.0033322
                   1,            0.023887,            0.010013,                   0,                   1,                   1,               0.995,             0.73365,            0.010059,           0.0057242,                   0,            0.039944,           0.0065996,           0.0065996
                   2,            0.021596,           0.0093961,                   0,                   1,                   1,               0.995,             0.75257,           0.0098385,           0.0058084,                   0,           0.0098121,           0.0098009,           0.0098009
                   3,            0.020264,           0.0090112,                   0,                   1,                   1,               0.995,             0.75496,           0.0099433,           0.0060563,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.018943,           0.0086315,                   0,             0.99999,                   1,               0.995,             0.74803,            0.010095,           0.0061926,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.018253,           0.0083832,                   0,                   1,                   1,               0.995,              0.7469,            0.010186,           0.0062784,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.017987,           0.0082361,                   0,                   1,                   1,               0.995,             0.74767,            0.010132,           0.0062517,                   0,            0.009505,            0.009505,            0.009505
                   7,             0.01766,           0.0080338,                   0,                   1,                   1,               0.995,             0.74759,            0.010115,           0.0062131,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.017376,           0.0079286,                   0,                   1,                   1,               0.995,             0.74769,             0.01009,           0.0061575,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.017296,           0.0078568,                   0,                   1,                   1,               0.995,             0.74792,            0.010084,           0.0061393,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.016785,           0.0077551,                   0,                   1,                   1,               0.995,             0.74777,            0.010108,           0.0061508,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.016791,           0.0076845,                   0,                   1,                   1,               0.995,             0.74686,            0.010172,           0.0061937,                   0,             0.00901,             0.00901,             0.00901
                  12,            0.016489,           0.0075484,                   0,                   1,                   1,               0.995,             0.74727,            0.010193,           0.0062179,                   0,            0.008911,            0.008911,            0.008911
                  13,            0.016604,           0.0075509,                   0,             0.99999,                   1,               0.995,             0.74739,            0.010192,           0.0062317,                   0,            0.008812,            0.008812,            0.008812
                  14,            0.016412,           0.0075148,                   0,                   1,                   1,               0.995,             0.74722,            0.010218,           0.0062599,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.016237,           0.0074304,                   0,                   1,                   1,               0.995,             0.74668,            0.010211,           0.0062676,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.016085,           0.0073981,                   0,             0.99998,                   1,               0.995,             0.74567,             0.01021,           0.0062852,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.015821,           0.0073277,                   0,             0.99994,                   1,               0.995,             0.74509,            0.010214,           0.0063222,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.015909,           0.0072842,                   0,             0.99999,                   1,               0.995,              0.7455,            0.010216,           0.0063389,                   0,            0.008317,            0.008317,            0.008317
                  19,             0.01593,           0.0072471,                   0,             0.99997,                   1,               0.995,             0.74496,            0.010232,           0.0063721,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.015639,           0.0072122,                   0,             0.99971,                   1,               0.995,             0.74484,            0.010247,           0.0064251,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.015559,            0.007185,                   0,             0.99955,                   1,               0.995,              0.7449,            0.010278,           0.0064437,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.015564,           0.0071358,                   0,             0.99948,                   1,               0.995,             0.74459,            0.010283,           0.0064556,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.015437,           0.0071046,                   0,             0.99929,             0.99997,               0.995,             0.74548,            0.010266,           0.0064828,                   0,            0.007822,            0.007822,            0.007822
